Opponent A,Opponent B,Round_1_Sig_Strikes_Attempted_(A),Round_1_Sig_Strikes_Landed_(A),Round_1_KD_(A),Round_1_TD_(A),Round_1_Sub_Attempts_(A),Round_1_Ctrl_Time_(A),Round_1_Head_Strikes_(A),Round_2_Sig_Strikes_Attempted_(A),Round_2_Sig_Strikes_Landed_(A),Round_2_KD_(A),Round_2_TD_(A),Round_2_Sub_Attempts_(A),Round_2_Ctrl_Time_(A),Round_2_Head_Strikes_(A),Round_3_Sig_Strikes_Attempted_(A),Round_3_Sig_Strikes_Landed_(A),Round_3_KD_(A),Round_3_TD_(A),Round_3_Sub_Attempts_(A),Round_3_Ctrl_Time_(A),Round_3_Head_Strikes_(A),Round_4_Sig_Strikes_Attempted_(A),Round_4_Sig_Strikes_Landed_(A),Round_4_KD_(A),Round_4_TD_(A),Round_4_Sub_Attempts_(A),Round_4_Ctrl_Time_(A),Round_4_Head_Strikes_(A),Round_5_Sig_Strikes_Attempted_(A),Round_5_Sig_Strikes_Landed_(A),Round_5_KD_(A),Round_5_TD_(A),Round_5_Sub_Attempts_(A),Round_5_Ctrl_Time_(A),Round_5_Head_Strikes_(A),Round_1_Sig_Strikes_Attempted_(B),Round_1_Sig_Strikes_Landed_(B),Round_1_KD_(B),Round_1_TD_(B),Round_1_Sub_Attempts_(B),Round_1_Ctrl_Time_(B),Round_1_Head_Strikes_(B),Round_2_Sig_Strikes_Attempted_(B),Round_2_Sig_Strikes_Landed_(B),Round_2_KD_(B),Round_2_TD_(B),Round_2_Sub_Attempts_(B),Round_2_Ctrl_Time_(B),Round_2_Head_Strikes_(B),Round_3_Sig_Strikes_Attempted_(B),Round_3_Sig_Strikes_Landed_(B),Round_3_KD_(B),Round_3_TD_(B),Round_3_Sub_Attempts_(B),Round_3_Ctrl_Time_(B),Round_3_Head_Strikes_(B),Round_4_Sig_Strikes_Attempted_(B),Round_4_Sig_Strikes_Landed_(B),Round_4_KD_(B),Round_4_TD_(B),Round_4_Sub_Attempts_(B),Round_4_Ctrl_Time_(B),Round_4_Head_Strikes_(B),Round_5_Sig_Strikes_Attempted_(B),Round_5_Sig_Strikes_Landed_(B),Round_5_KD_(B),Round_5_TD_(B),Round_5_Sub_Attempts_(B),Round_5_Ctrl_Time_(B),Round_5_Head_Strikes_(B),Decision1,Decision1B,Decision2,Decision2B,Decision3,Decision3B
Danielle Taylor,JJ Aldrich,38,7,0,0,0,0:00,2,56,17,0,0,0,0:00,9,42,14,0,0,0,0:00,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,34,8,0,1,0,1:48,7,52,20,0,0,0,0:04,17,64,26,0,0,0,0:00,23,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,28,29
Mads Burnell,Mike Santiago,1,1,0,1,0,2:24,1,22,13,0,1,1,2:14,13,11,6,0,1,0,4:35,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,17,0,2,2,2:16,14,25,17,0,1,0,2:13,12,27,17,0,0,0,0:02,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,29,28
Khabib Nurmagomedov,Edson Barboza,68,36,0,1,0,3:44,31,60,31,0,1,0,3:29,26,49,22,0,2,0,3:19,20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19,10,0,0,0,0:00,0,26,9,0,0,0,0:00,4,31,6,0,0,0,0:00,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,25,30,25,30,24
Cynthia Calvillo,Carla Esparza,17,11,0,1,0,3:53,10,40,16,0,0,0,0:00,14,55,11,0,0,0,0:30,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19,6,0,0,1,0:11,5,47,20,0,2,0,0:09,10,72,22,0,0,0,0:01,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,28,29
Khalil Rountree Jr.,Michal Oleksiejczuk,87,26,0,0,1,0:00,16,71,19,0,0,0,0:00,14,22,7,0,0,0,0:00,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,54,33,0,1,0,0:00,19,66,36,0,0,0,0:00,15,10,7,0,1,0,0:00,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,27,30,27,30
Myles Jury,Ricky Glenn,32,15,0,0,0,0:51,9,19,8,0,1,0,3:13,5,32,18,0,1,0,0:41,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23,5,0,0,0,0:31,1,17,3,0,0,0,0:43,2,43,6,0,0,0,0:53,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,27
Marvin Vettori,Omari Akhmedov,52,18,0,0,0,0:00,14,28,8,0,0,2,0:42,7,81,40,0,0,0,1:22,35,--,--,--,--,--,--,--,--,--,--,--,--,--,--,88,21,0,0,0,0:06,17,38,17,0,0,0,1:19,10,48,13,0,0,0,0:07,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,27
Louis Smolka,Matheus Nicolau,43,7,0,0,0,0:00,3,74,27,0,0,0,0:00,12,42,15,0,0,0,0:01,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,59,34,3,0,1,1:59,22,70,32,0,0,0,0:00,19,43,21,0,3,1,2:20,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,30,25,30,26,30
Robbie Lawler,Rafael Dos Anjos,40,14,0,0,0,1:14,6,74,34,0,0,0,0:43,23,26,16,0,0,0,2:13,4,40,11,0,0,0,0:14,10,32,11,0,0,0,0:00,10,49,19,0,0,0,0:35,2,97,58,0,0,0,0:10,39,28,19,0,1,0,2:11,15,63,39,0,0,0,1:31,24,54,37,0,1,0,3:26,20,45,50,45,50,45,50
John Makdessi,Abel Trujillo,28,12,1,0,0,0:00,5,41,16,0,0,0,0:00,4,35,19,0,0,0,0:00,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19,7,0,0,0,0:00,6,36,9,0,1,0,1:01,8,36,13,0,0,0,0:36,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,27
Jason Knight,Gabriel Benitez,62,12,0,0,0,0:38,7,47,9,0,1,0,0:23,2,72,15,0,0,0,0:03,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,55,20,0,0,0,0:38,14,59,24,0,0,0,0:24,18,78,41,0,0,0,0:15,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,30,26,30,27,29
Scott Holtzman,Darrell Horcher,29,20,0,2,0,2:32,11,38,19,0,3,0,3:39,13,15,10,0,2,0,3:38,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19,12,0,1,0,1:32,6,23,14,0,0,0,0:02,13,21,10,0,0,0,0:06,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,27
Eryk Anders,Markus Perez,32,16,0,0,0,1:57,8,69,39,0,1,0,1:35,32,40,24,0,1,0,4:20,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,8,0,2,1,0:46,3,29,19,0,0,0,0:00,8,9,3,0,0,0,0:03,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,25,30,26,29,28
Albert Morales,Benito Lopez,29,15,0,0,0,3:02,13,82,29,0,0,0,0:00,15,87,34,0,0,0,0:00,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,11,1,0,1,0:53,9,83,34,0,0,0,0:00,24,78,33,0,0,0,0:00,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,27,30,28,29
Alexis Davis,Liz Carmouche,16,9,0,0,1,1:36,2,22,6,0,1,0,4:00,3,25,8,0,0,1,0:14,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,21,16,0,2,0,2:39,8,19,13,0,1,0,0:01,11,31,20,0,1,0,3:53,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,28,29
Frankie Saenz,Merab Dvalishvili,28,24,0,0,0,0:00,5,38,17,0,0,0,0:05,7,40,17,0,0,0,0:14,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,34,7,0,2,0,3:10,2,58,29,0,4,0,2:23,23,26,11,0,5,0,2:13,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,29,28,29,28
Henry Cejudo,Sergio Pettis,30,19,0,1,0,3:43,8,21,5,0,1,0,3:08,2,32,12,0,1,0,2:44,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17,7,0,0,0,0:00,5,30,5,0,0,0,0:00,2,51,13,0,0,0,0:00,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,27
Tecia Torres,Michelle Waterson-Gomez,73,40,0,0,0,1:45,31,27,13,0,0,0,0:00,7,73,42,0,1,0,2:12,34,--,--,--,--,--,--,--,--,--,--,--,--,--,--,59,23,0,1,0,0:33,10,30,13,0,1,0,3:53,6,49,20,0,0,0,0:04,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,30,27,29,28
David Teymur,Drakkar Klose,53,20,0,0,0,0:03,3,37,14,0,1,0,0:46,6,47,18,0,0,0,0:00,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,36,12,0,1,0,0:07,7,23,13,0,0,0,0:00,7,41,14,0,1,0,0:09,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,29,28,30,27
Felice Herrig,Cortney Casey,68,22,0,1,0,1:33,16,96,29,0,0,0,0:02,20,98,25,0,0,0,0:00,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,66,29,0,0,0,0:07,23,94,31,0,0,0,0:00,23,73,31,0,0,0,0:00,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,28,29
Wang Guan,Alex Caceres,69,33,1,0,0,0:12,17,48,21,0,0,0,0:01,8,47,17,0,0,0,0:11,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,37,16,0,0,0,0:11,5,30,10,0,0,0,0:00,5,56,23,0,0,0,0:11,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,29,28,29,28
Kailin Curran,Yan Xiaonan,36,16,0,0,0,2:44,7,42,15,0,1,0,2:14,9,56,21,0,1,0,2:45,17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,70,32,0,0,0,0:02,26,65,29,0,0,0,0:00,24,76,35,0,0,0,0:01,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,27,30
Wu Yanan,Gina Mazany,16,10,0,1,0,2:08,2,17,8,0,0,0,1:47,3,18,4,0,0,0,0:03,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,19,0,2,0,2:10,10,15,10,0,2,0,2:33,7,20,9,0,1,0,3:29,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,27,30,27,30
Wulijiburen,Rolando Dy,28,7,0,2,0,1:03,5,20,6,0,1,0,0:09,4,12,4,0,1,0,2:11,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,38,6,1,0,0,0:06,1,35,11,0,0,0,1:32,4,26,9,0,0,0,0:21,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,27,30,27,30
Fabricio Werdum,Marcin Tybura,41,20,0,0,0,1:02,13,54,32,0,0,0,0:00,19,62,45,0,0,0,0:28,31,35,20,0,1,0,2:31,15,73,38,0,0,0,0:00,26,37,17,0,0,0,0:17,8,50,28,0,0,0,0:00,17,49,26,0,0,0,0:00,16,27,14,0,1,0,0:07,9,94,42,0,0,0,0:00,33,50,45,49,46,50,45
Bec Rawlings,Jessica-Rose Clark,56,21,0,1,1,0:49,19,25,11,0,0,0,0:49,7,64,33,0,1,0,0:44,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,54,29,0,0,0,1:38,20,38,26,0,1,1,2:38,16,82,46,0,1,0,1:03,25,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,28,29,28,29
Tim Means,Belal Muhammad,70,20,0,0,0,0:00,10,70,34,0,0,0,0:00,18,94,37,0,0,0,0:00,21,--,--,--,--,--,--,--,--,--,--,--,--,--,--,78,31,0,0,0,0:00,24,55,22,0,1,0,0:21,16,88,35,0,0,0,0:00,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,29,28,28,29
Jake Matthews,Bojan Velickovic,3,0,0,2,0,4:33,0,17,8,0,0,0,0:10,8,14,12,0,2,0,2:24,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,12,8,0,0,0,0:00,7,25,10,0,0,1,2:45,9,11,6,0,1,0,1:53,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,28,29
Elias Theodorou,Daniel Kelly,88,34,0,0,0,0:00,11,89,45,0,0,0,0:00,23,73,39,0,0,0,0:54,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,42,13,0,0,0,0:00,11,45,16,0,1,0,0:20,16,33,13,0,1,1,0:38,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,28,30,27,30,26
Alexander Volkanovski,Shane Young,39,20,0,1,0,1:51,6,47,29,0,3,0,2:31,17,28,19,0,1,0,4:00,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,33,7,0,0,0,0:00,3,41,8,0,0,0,0:00,7,7,3,0,1,0,0:16,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,26,30,26
Damien Brown,Frank Camacho,14,7,0,2,1,2:10,3,107,43,0,0,0,0:00,27,130,54,0,0,0,0:02,42,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,21,0,1,0,1:45,19,110,53,0,0,0,0:28,46,159,80,0,0,0,0:05,72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,27,30,29,28
Alex Chambers,Nadia Kassem,28,21,0,1,0,2:50,13,14,6,0,2,0,2:58,5,28,18,0,1,0,1:55,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,15,0,0,1,0:00,7,36,18,0,0,5,0:57,9,47,19,0,0,0,0:31,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,29,27,29,28,29
Jenel Lausa,Eric Shelton,11,2,0,1,0,1:10,2,5,1,0,0,2,0:01,1,14,2,0,0,0,0:00,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,22,15,0,2,0,1:30,12,46,35,0,2,0,3:51,30,48,36,0,1,0,3:34,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,30,27,30,25,30
Anthony Hamilton,Adam Wieczorek,26,19,0,1,0,4:12,2,7,4,0,1,0,0:44,1,24,9,0,0,0,2:03,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,17,11,0,0,0,0:00,3,29,10,0,0,0,2:11,6,49,21,0,0,0,0:00,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,28,29
Junior Albini,Andrei Arlovski,43,19,0,0,0,1:07,14,26,11,0,0,0,1:53,6,37,18,0,0,0,0:37,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,63,30,0,0,0,0:00,15,67,30,0,0,0,0:00,17,73,32,0,0,0,0:02,20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,27,30,27,30
John Dodson,Marlon Moraes,41,19,1,0,0,0:01,9,24,8,0,2,0,0:19,4,40,16,0,0,0,0:07,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,61,19,0,0,0,0:00,7,37,17,0,1,0,0:40,10,33,9,0,0,1,0:25,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,27,30,30,27
Tatiana Suarez,Viviane Pereira,31,21,0,1,0,3:57,15,46,29,0,2,0,4:25,23,29,21,0,1,0,4:07,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,14,8,0,0,1,0:06,6,4,2,0,0,0,0:00,2,5,3,0,0,0,0:00,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,25
Sage Northcutt,Michel Quinones,52,25,0,1,0,0:02,17,54,24,0,1,0,0:23,14,55,30,0,1,0,0:18,14,--,--,--,--,--,--,--,--,--,--,--,--,--,--,54,21,0,0,0,0:00,5,57,25,0,0,0,0:00,3,50,9,0,0,0,0:00,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,27
Court McGee,Sean Strickland,107,24,0,0,0,0:00,5,107,22,0,0,0,0:38,5,46,16,0,0,0,1:03,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,109,25,0,1,0,0:25,25,85,31,0,0,0,0:03,30,60,22,0,2,1,2:15,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,28,29,28,29
Stephen Thompson,Jorge Masvidal,27,13,0,0,0,0:00,9,43,18,1,0,0,0:03,14,86,39,0,0,0,0:01,26,--,--,--,--,--,--,--,--,--,--,--,--,--,--,33,12,0,0,0,0:00,0,43,14,0,0,0,0:01,3,66,16,0,0,0,0:02,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,26,30,27
Randy Brown,Mickey Gall,40,23,0,1,0,3:58,20,7,2,0,0,0,0:14,0,23,16,0,0,0,4:36,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5,2,0,0,0,0:04,2,9,5,0,0,1,4:20,5,2,0,0,0,1,0:01,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,27,29,28
Demian Maia,Colby Covington,66,29,0,0,0,0:02,29,38,11,0,0,0,0:00,11,47,13,0,0,0,0:00,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,125,37,0,0,0,0:06,18,83,22,0,0,0,0:34,20,109,29,0,0,0,1:04,27,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,29,27,30,26,30
John Lineker,Marlon Vera,44,23,0,0,0,0:00,6,67,36,0,0,0,0:55,20,60,18,0,0,0,0:40,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,11,0,0,0,0:00,2,40,21,0,0,0,0:00,10,51,17,0,0,0,0:00,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,30,27
Elizeu Zaleski dos Santos,Max Griffin,84,41,0,0,0,0:32,29,37,15,0,0,0,0:31,11,55,28,0,0,0,1:29,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,53,19,1,0,0,0:39,16,43,20,1,0,0,0:28,18,37,12,0,0,0,0:01,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,29,27
Deiveson Figueiredo,Jarred Brooks,12,5,0,0,0,0:29,0,17,5,0,1,2,0:29,4,19,9,0,0,3,0:08,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25,16,0,2,0,2:41,13,16,11,0,2,0,2:22,10,11,3,0,3,0,2:26,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,29,28,29,28
Karolina Kowalkiewicz,Jodie Esquibel,106,29,0,0,0,0:00,21,107,51,0,1,0,0:09,42,120,47,0,0,0,0:01,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,76,24,0,0,0,0:00,11,41,19,0,0,0,1:12,10,58,22,0,0,0,0:00,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,27
Oskar Piechota,Jonathan Wilson,26,18,0,0,2,2:01,13,33,16,1,0,0,0:04,8,34,22,0,1,1,2:14,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15,4,0,0,0,0:00,1,33,10,0,0,0,0:00,5,12,3,0,0,0,0:22,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,27
Marcin Held,Nasrat Haqparast,45,8,0,1,0,2:21,7,31,7,0,1,0,2:43,7,13,4,0,1,1,2:21,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,32,11,0,0,0,0:00,6,21,10,1,1,0,0:23,6,22,6,0,0,0,0:58,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,27
Sam Alvey,Ramazan Emeev,18,7,0,0,0,0:02,5,22,6,0,0,0,0:00,1,30,16,0,0,0,0:00,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23,14,0,1,0,1:29,10,24,10,0,0,0,0:34,7,24,14,0,0,0,2:09,11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,27,30,27,30
Artem Lobov,Andre Fili,48,23,0,0,0,0:00,4,50,22,0,0,0,0:22,9,18,10,0,0,0,0:00,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,77,30,1,0,0,0:09,18,54,18,0,1,0,0:39,10,14,7,0,4,0,3:40,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,27,30,27,30
Salim Touahri,Warlley Alves,27,13,0,0,0,0:00,2,25,14,0,0,0,0:17,6,22,8,0,0,0,0:00,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,25,13,0,1,0,2:29,4,38,14,0,0,0,0:33,7,32,11,0,1,0,0:43,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,27,30
Felipe Arantes,Josh Emmett,27,6,0,0,0,0:00,4,55,23,0,0,0,0:00,20,52,14,0,0,0,0:00,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,81,32,4,0,0,2:26,23,61,14,0,1,0,0:19,8,69,21,0,0,0,0:00,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,30,26,30,25,30
Tom Duquesnoy,Cody Stamann,52,18,0,0,0,0:01,10,25,8,0,0,0,0:01,7,21,7,0,1,0,0:15,5,--,--,--,--,--,--,--,--,--,--,--,--,--,--,65,21,0,2,0,0:43,10,45,26,0,2,0,2:06,15,58,19,0,0,0,0:00,8,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,27,30,28,29
Lando Vannata,Bobby Green,58,31,1,1,1,0:41,22,65,29,0,2,0,0:16,16,109,44,0,1,0,0:12,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,48,23,0,1,0,0:54,10,77,32,0,0,0,0:41,24,107,38,0,0,0,0:35,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,30,27,29,28
Pearl Gonzalez,Poliana Botelho,19,12,0,0,0,3:22,1,20,4,0,0,0,3:11,2,19,11,0,0,0,3:37,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,43,29,0,0,0,0:49,26,28,14,0,0,0,0:00,9,34,24,0,1,0,0:08,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,27,30,27,30,27,30
Matt Schnell,Marco Beltran,52,16,0,0,0,0:00,10,41,9,0,0,0,0:00,4,47,13,0,0,1,0:16,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,11,0,0,0,0:00,5,37,10,0,0,0,0:00,3,44,13,0,1,0,0:12,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,29,28,30,27
Thales Leites,Brad Tavares,30,12,0,0,0,1:21,7,53,20,0,0,0,0:30,12,49,14,0,0,0,1:06,12,--,--,--,--,--,--,--,--,--,--,--,--,--,--,47,20,0,0,0,0:00,10,45,22,0,0,0,0:13,14,44,28,1,0,0,1:11,19,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,30,26,30,27,30
Claudia Gadelha,Jessica Andrade,52,23,0,0,1,0:00,23,28,16,0,0,1,0:08,15,11,3,0,0,0,0:00,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,62,28,0,1,0,2:00,17,92,52,0,1,0,2:15,37,87,61,0,2,0,4:20,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,26,30,25,30,27,30
Teruto Ishihara,Rolando Dy,42,25,1,1,0,4:29,21,35,14,0,0,0,0:15,7,21,11,0,1,0,1:12,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6,4,0,0,0,0:00,2,45,21,0,0,0,0:00,13,34,23,0,0,0,0:01,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,27,29,26,28,27
Keita Nakamura,Alex Morono,17,7,0,0,0,0:00,1,32,10,0,0,0,0:00,3,37,10,0,2,0,0:45,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,40,8,0,0,0,0:00,7,40,15,0,0,0,0:00,12,43,15,0,0,0,0:00,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,28,29,29,28
Syuri Kondo,Chan-Mi Jeon,86,37,0,0,0,0:00,27,104,57,0,0,0,0:00,43,94,41,0,0,0,0:00,30,--,--,--,--,--,--,--,--,--,--,--,--,--,--,92,24,0,0,0,0:00,16,121,34,0,0,0,0:00,28,127,37,0,0,0,0:00,29,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,28,29
Shinsho Anzai,Luke Jumeau,39,18,0,0,0,0:12,11,24,12,0,1,0,2:32,10,32,21,0,0,0,0:55,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,32,20,0,0,0,0:14,13,21,9,0,0,0,0:14,6,42,20,0,0,0,1:35,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,30,27
Daichi Abe,Hyun Gyu Lim,78,21,0,0,0,0:00,15,48,17,0,0,0,0:00,4,57,25,1,1,0,0:05,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,49,13,0,0,0,0:00,9,38,14,0,0,0,0:00,7,46,16,0,0,0,0:00,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,29,28,29,28
Justin Ledet,Azunna Anyanwu,39,13,0,0,0,0:00,13,45,13,0,0,0,0:00,12,42,10,0,0,0,0:00,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,19,7,0,0,0,0:00,2,24,13,0,0,0,0:00,11,41,17,0,0,0,0:00,15,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,28,29,29,28
Anthony Rocco Martin,Olivier Aubin-Mercier,23,8,0,0,0,0:55,6,8,3,0,0,0,0:00,3,10,4,0,0,1,4:16,4,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,13,0,1,0,0:46,4,16,7,0,2,0,4:06,6,2,0,0,1,0,0:12,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,29,28,28,29,28,29
Amanda Nunes,Valentina Shevchenko,43,25,0,1,0,0:00,4,29,16,0,0,0,0:00,4,47,17,0,0,0,0:00,4,42,24,0,0,0,0:00,2,15,4,0,1,0,2:32,2,31,11,0,0,0,0:00,1,37,12,0,0,0,0:00,6,44,15,0,0,0,0:00,6,50,20,0,0,0,0:00,10,32,14,0,0,0,0:00,7,48,47,48,47,47,48
Jeremy Stephens,Gilbert Melendez,62,24,1,0,0,0:30,11,91,25,2,0,0,0:18,10,97,47,2,0,0,0:32,32,--,--,--,--,--,--,--,--,--,--,--,--,--,--,50,12,0,0,0,0:00,11,52,11,0,0,0,0:00,10,27,6,0,0,0,0:00,6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,26,30,25,30,26
Gavin Tucker,Ricky Glenn,58,17,0,0,0,0:11,9,15,4,0,0,1,0:00,3,9,2,0,0,0,0:04,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,55,23,1,0,1,0:00,14,58,35,0,4,0,3:50,22,124,84,0,0,0,3:56,60,--,--,--,--,--,--,--,--,--,--,--,--,--,--,24,30,27,29,25,30
Luis Henrique,Arjan Bhullar,27,7,0,0,0,0:00,5,24,6,0,0,0,0:00,3,63,19,0,0,0,0:00,10,--,--,--,--,--,--,--,--,--,--,--,--,--,--,15,6,0,0,0,0:49,6,20,11,1,1,0,2:53,10,15,7,0,0,0,0:23,7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28,29,28,29,28,29
Darren Till,Bojan Velickovic,30,20,0,0,0,0:40,16,22,11,0,1,0,1:47,10,35,18,0,0,0,0:24,16,--,--,--,--,--,--,--,--,--,--,--,--,--,--,35,10,0,0,0,0:00,2,41,11,0,0,0,0:00,5,68,13,0,0,0,0:02,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,30,27,30,27,30,27
